73144633,"2,77%"
73155840,"2,77%"
73204152,"2,77%"
73216345,"2,77%"
73223209,"2,78%"
73227793,"2,78%"
73232549,"2,78%"
73240192,"2,78%"
73265249,"2,79%"
73268594,"2,79%"
73290776,"2,79%"
73300840,"2,79%"
73334477,"2,80%"
73371047,"2,80%"
73405468,"2,80%"
73439905,"2,80%"
73475613,"2,81%"
73478679,"2,81%"
73498881,"2,81%"
73531481,"2,81%"
73562385,"2,82%"
73572313,"2,82%"
73619238,"2,82%"
73663228,"2,82%"
73692213,"2,83%"
73784483,"2,83%"
73790597,"2,83%"
73794592,"2,83%"
73820688,"2,84%"
73828981,"2,84%"
73832496,"2,84%"
73845583,"2,84%"
73857461,"2,85%"
73877614,"2,85%"
73891180,"2,85%"
73896185,"2,85%"
73931747,"2,86%"
73949423,"2,86%"
73975120,"2,86%"
73989757,"2,86%"
74019635,"2,87%"
74121440,"2,87%"
74136621,"2,87%"
74158434,"2,87%"
74226545,"2,88%"
74240406,"2,88%"
74245953,"2,88%"
74254740,"2,88%"
74291355,"2,89%"
74303188,"2,89%"
74303439,"2,89%"
74373427,"2,89%"
74377372,"2,90%"
74406474,"2,90%"
74420240,"2,90%"
74483624,"2,91%"
74494147,"2,91%"
74543955,"2,91%"
74575019,"2,91%"
74607390,"2,92%"
74617036,"2,92%"
74625371,"2,92%"
74655135,"2,92%"
74655428,"2,93%"
74679209,"2,93%"
74740653,"2,93%"
74752061,"2,93%"
74766943,"2,94%"
74786072,"2,94%"
74839590,"2,94%"
74856363,"2,94%"
74856670,"2,95%"
74859445,"2,95%"
74859752,"2,95%"
74915698,"2,95%"
74924709,"2,96%"
74951447,"2,96%"
74989419,"2,96%"
75005795,"2,96%"
75025649,"2,97%"
75047734,"2,97%"
75053021,"2,97%"
75093101,"2,97%"
75111328,"2,98%"
75172904,"2,98%"
75195683,"2,98%"
75229999,"2,98%"
75230213,"2,99%"
75231983,"2,99%"
75236218,"2,99%"
75240040,"2,99%"
75288841,"3,00%"
75295818,"3,00%"
75328779,"3,00%"
75331779,"3,00%"
75342422,"3,01%"
75343132,"3,01%"
75351469,"3,01%"
75420602,"3,01%"
75444573,"3,02%"
75456572,"3,02%"
75479657,"3,02%"
75559320,"3,02%"
75570728,"3,03%"
75573120,"3,03%"
75638167,"3,03%"
75720648,"3,03%"
75728512,"3,04%"
75752662,"3,04%"
75794229,"3,04%"
75794563,"3,04%"
75796851,"3,05%"
75816529,"3,05%"
75822925,"3,05%"
75836968,"3,05%"
75894426,"3,06%"
75913161,"3,06%"
75915958,"3,06%"
75916155,"3,06%"
75920898,"3,07%"
75922479,"3,07%"
75930985,"3,07%"
75934066,"3,07%"
75945839,"3,08%"
75980247,"3,08%"
75992068,"3,08%"
76039313,"3,08%"
76071496,"3,09%"
76108654,"3,09%"
76145951,"3,09%"
76167286,"3,09%"
76171189,"3,10%"
76223275,"3,10%"
76230844,"3,10%"
76233932,"3,10%"
76255233,"3,11%"
76259873,"3,11%"
76261747,"3,11%"
76285876,"3,11%"
76294010,"3,12%"
76308175,"3,12%"
76324255,"3,12%"
76329903,"3,12%"
76382102,"3,13%"
76392625,"3,13%"
76396985,"3,13%"
76399986,"3,13%"
76428524,"3,14%"
76445216,"3,14%"
76453441,"3,14%"
76474009,"3,14%"
76492071,"3,15%"
76508182,"3,15%"
76515447,"3,15%"
76528159,"3,15%"
76528735,"3,16%"
76533042,"3,16%"
76548755,"3,16%"
76550791,"3,16%"
76607557,"3,17%"
76625216,"3,17%"
76625967,"3,17%"
76627345,"3,17%"
76627778,"3,18%"
76638907,"3,18%"
76642634,"3,18%"
76681747,"3,18%"
76688631,"3,19%"
76702303,"3,19%"
76712733,"3,19%"
76739387,"3,19%"
76739552,"3,20%"
76739607,"3,20%"
76747642,"3,20%"
76759110,"3,20%"
